,銘柄コード,会社名,時価総額,PER(会予),PBR,配当利回り(会予),売上高,売上総利益率,営業CF/売上比率,販管費/売上比率,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,有利子負債/総資産,有利子負債/時価総額,純有利子負債/時価総額,DEレシオ,流動比率,総資産,現金及び預金,売上債権,売上債権回転数,棚卸資産,棚卸資産回転数,有形固定資産,固定負債,有利子負債,純有利子負債,純資産,自己資本,フリーCF,研究開発/売上比率,固定ネットキャッシュ,固定ネットキャッシュ比率,ネットキャッシュ,ネットキャッシュ比率,有形固定資産/総資産,固定負債/総資産
429,6526,ソシオネクスト,285626,27.2,2.1,3.1,188535.0,55.1,16.9,41.9,25000.0,13.3,19600.0,10.4,14.3,80.5,0.8,0.5,25.0,0.0,403.9,170312.0,72837.0,31609.0,61.2,17038.0,73.5,22338.0,1995.0,1298.0,71539.0,137046.0,137046.0,15287,,70842.0,41.59542486730236,71539.0,42.00467377518907,13.115928413734792,1.171379585701536
433,7867,タカラトミー,276303,19.1,2.5,1.8,208326.0,40.8,14.0,31.7,18818.0,9.0,9808.0,4.7,9.0,62.2,6.7,4.2,12.7,0.1,218.1,175158.0,46713.0,43626.0,76.4,23813.0,70.5,18543.0,9534.0,11738.0,34975.0,108923.0,108890.0,24516,2.4,37179.0,21.225978830541568,34975.0,19.967686317496202,10.586441955263249,5.443085671222554
434,8012,長瀬産業,274308,9.8,0.7,3.6,900149.0,18.3,8.1,14.9,30618.0,3.4,22402.0,2.5,5.7,48.1,21.6,64.2,42.0,0.4,205.9,813207.0,60806.0,,,155107.0,77.0,89153.0,138525.0,175971.0,115165.0,399110.0,391478.0,55205,0.7,-77719.0,-9.557099237955404,-115165.0,-14.161830874549777,10.96313730698334,17.03440821340692
435,9336,大栄環境,285758,20.0,3.2,1.7,73035.0,43.5,29.7,16.5,19714.0,27.0,13591.0,18.6,15.0,49.9,38.6,24.5,5.0,0.8,264.3,180933.0,53624.0,12089.0,60.4,805.0,7.1,88859.0,63857.0,69879.0,14364.0,90695.0,90340.0,8546,0.3,-10233.0,-5.655684700966656,-16255.0,-8.983988548247142,49.11154957912597,35.29317482161905
437,9504,中国電力,268019,4.1,0.4,2.8,1529218.0,,12.2,,129148.0,8.4,98474.0,6.4,13.9,16.2,67.2,1093.8,986.9,4.1,109.5,4360959.0,286731.0,,,85892.0,,0.0,3019862.0,2931714.0,2644983.0,705865.0,707535.0,192330,,-2733131.0,-62.67270570532766,-2644983.0,-60.65140717901728,0.0,69.24765859986302
438,1332,ニッスイ,268023,11.2,1.0,3.2,831375.0,15.1,6.6,11.5,29663.0,3.6,23850.0,2.9,9.1,41.2,35.1,83.2,76.5,0.9,146.0,635733.0,17944.0,121942.0,53.5,189720.0,98.1,171678.0,127703.0,223083.0,205139.0,270709.0,261753.0,28229,0.5,-109759.0,-17.26495242499603,-205139.0,-32.26810626473692,27.00473311909245,20.087521019044157
439,1662,石油資源開発,267656,3.3,0.5,0.0,325863.0,26.8,27.8,8.7,55247.0,17.0,53661.0,16.5,10.8,75.9,0.4,1.1,54.1,0.0,376.2,652612.0,114547.0,,,23548.0,36.0,201994.0,56240.0,2856.0,144691.0,531029.0,495456.0,24323,0.1,58307.0,8.934405128928061,111691.0,17.11445698209656,30.95162209705001,8.617677885175265
440,2810,ハウス食品G本社,262338,21.3,0.9,0.0,299600.0,36.4,8.5,29.9,19470.0,6.5,17580.0,5.9,6.1,67.5,3.2,5.2,25.1,0.0,274.4,429647.0,74143.0,63191.0,77.0,31774.0,60.8,106316.0,44791.0,13720.0,65921.0,319176.0,289820.0,12899,1.5,29352.0,6.831654823611011,60423.0,14.063405539896706,24.744965052706057,10.425069882950421
442,4114,本触媒,252862,15.3,0.7,6.5,392009.0,17.3,14.8,13.1,16562.0,4.2,11008.0,2.8,2.9,69.1,8.5,18.7,9.8,0.1,229.1,557213.0,61491.0,100339.0,93.4,85050.0,95.8,196974.0,47571.0,47326.0,24772.0,393905.0,385030.0,37313,3.9,13920.0,2.4981470281561986,14165.0,2.542115851568431,35.34985723592235,8.537309789972596
443,4401,ADEKA,267310,10.9,0.9,3.7,399770.0,26.2,10.5,17.3,35428.0,8.9,22977.0,5.7,7.8,53.9,11.7,23.9,18.6,0.2,289.2,547714.0,108319.0,,,126619.0,156.6,125389.0,75747.0,63979.0,49836.0,350120.0,295366.0,20203,4.0,32572.0,5.946899294157169,44340.0,8.095465881828838,22.893152265598466,13.829662926271741
444,5463,丸一鋼管,272716,10.3,0.8,3.9,271310.0,19.7,13.2,6.9,34811.0,12.8,26113.0,9.6,7.5,80.0,1.0,1.7,33.2,0.0,464.0,435890.0,77153.0,55206.0,74.3,59218.0,99.2,118054.0,26698.0,4526.0,90473.0,362766.0,348527.0,19950,0.1,50455.0,11.57516804698433,72627.0,16.661772465530294,27.083438482185873,6.124939778384455
445,5714,DOWAHD,270056,9.0,0.7,3.3,717194.0,11.4,16.5,7.2,30003.0,4.2,27853.0,3.9,7.1,57.6,11.9,29.9,14.3,0.2,180.5,676865.0,42099.0,,,218800.0,125.6,208481.0,61518.0,80770.0,38671.0,407298.0,389830.0,80273,1.5,-19419.0,-2.8689620529943194,-38671.0,-5.713251534648711,30.800972128858785,9.088666129878188
447,6135,牧野フライス製作所,261950,14.6,1.2,2.4,234216.0,30.9,5.8,23.0,18516.0,7.9,14415.0,6.2,6.4,61.7,15.6,21.8,2.7,0.3,234.2,367037.0,64055.0,,,98218.0,221.6,94221.0,42776.0,57200.0,6990.0,226650.0,226286.0,1374,,21279.0,5.797508153128976,6855.0,1.8676591188354308,25.67070894759929,11.654410863209975
448,6268,ナブテスコ,270505,20.6,1.0,3.6,323384.0,26.9,8.2,22.0,14788.0,4.6,10119.0,3.1,3.8,59.9,12.7,20.8,8.8,0.2,189.8,442520.0,77812.0,77043.0,87.0,56611.0,87.5,114289.0,41058.0,56219.0,23902.0,282096.0,265264.0,1701,3.7,36754.0,8.305613305613306,21593.0,4.879553466509988,25.82685528337702,9.278224713007322
449,6323,ローツェ,259080,11.0,2.2,1.2,124406.0,39.9,29.6,14.1,32024.0,25.7,23634.0,19.0,20.0,62.8,16.8,12.2,12.1,0.3,357.9,187738.0,62990.0,30684.0,90.0,49157.0,239.9,24452.0,18356.0,31613.0,31377.0,128717.0,117898.0,34593,,44634.0,23.774622079706827,31377.0,16.71318539666983,13.024534191266552,9.777455816084117
450,6592,マブチモーター,264829,17.5,0.9,3.7,196212.0,26.9,20.5,15.9,21644.0,11.0,12831.0,6.5,4.2,92.0,0.2,0.2,46.8,0.0,1108.2,331901.0,124552.0,34550.0,64.3,55387.0,141.0,89954.0,6655.0,517.0,124035.0,305284.0,305222.0,26066,3.6,117897.0,35.52173690347423,124035.0,37.37108354599715,27.102660130581107,2.0051159833805863
451,6952,カシオ計算機,253702,31.7,1.1,0.0,268828.0,43.2,11.4,37.9,14208.0,5.3,11909.0,4.4,5.4,64.0,14.4,19.6,37.4,0.2,299.9,345215.0,69097.0,26136.0,35.5,62662.0,149.8,55621.0,43428.0,49829.0,94936.0,221120.0,221059.0,20600,1.8,25669.0,7.435656040438567,19268.0,5.5814492417768635,16.111988181278335,12.579986385296118
454,7419,ノジマ,242296,9.3,1.3,1.6,761301.0,28.8,7.6,24.8,30560.0,4.0,19979.0,2.6,10.3,32.7,14.6,35.8,8.1,0.4,132.9,592857.0,67155.0,83455.0,40.0,77802.0,52.4,59707.0,106974.0,86783.0,19628.0,198973.0,193570.0,52124,,-39819.0,-6.716459449749265,-19628.0,-3.310747785722358,10.071062667725943,18.043811576822065
456,8570,イオンフィナンシャルサービス,260999,12.4,0.6,4.4,533262.0,,65.1,76.2,61485.0,11.5,19527.0,3.7,4.2,6.0,16.5,490.8,178.6,2.8,117.9,7760375.0,814786.0,79348.0,54.3,,,34512.0,872496.0,1280999.0,466213.0,589649.0,465023.0,307751,,-57710.0,-0.7436496303335858,-466213.0,-6.007609168371373,0.4447207770243062,11.24296184140586
458,1719,安藤･間,222438,8.4,1.4,0.0,394128.0,11.0,2.8,6.3,18591.0,4.7,13878.0,3.5,8.5,45.7,13.8,22.1,2.2,0.3,151.5,355873.0,44143.0,,,,,35929.0,14820.0,49133.0,4990.0,163754.0,162807.0,18192,0.8,29323.0,8.239737209622534,-4990.0,-1.4021856111590372,10.09601739946554,4.164406965406198
459,1893,五洋建設,231337,19.3,1.4,2.9,617708.0,8.6,1.5,3.9,29152.0,4.7,17875.0,2.9,10.6,24.1,33.1,100.3,78.1,1.4,119.9,701871.0,51400.0,,,,,108013.0,68565.0,232044.0,180607.0,169455.0,169260.0,1748,0.5,-17165.0,-2.445606101406099,-180644.0,-25.737493072088746,15.38929518387282,9.768889154844693
463,4516,本新薬,251659,8.0,1.0,3.3,148255.0,66.1,11.0,23.6,33295.0,22.5,25851.0,17.4,10.4,87.0,0.9,1.0,22.9,0.0,557.6,284459.0,55421.0,50532.0,124.4,44501.0,323.3,34189.0,7556.0,2454.0,57623.0,247782.0,247469.0,6640,21.4,47865.0,16.826678009836215,52967.0,18.620258103979836,12.01895528002278,2.656270323667031
464,4587,ペプチドリーム,261621,17.3,4.6,0.0,46676.0,73.9,51.1,19.5,21113.0,45.2,15014.0,32.2,26.5,61.2,21.2,7.5,10.9,0.3,310.8,92769.0,48117.0,5282.0,41.3,2671.0,80.1,17526.0,17600.0,19634.0,28490.0,56762.0,56762.0,21626,8.6,30517.0,32.89568713686684,28483.0,30.70314436934752,18.89208679623581,18.971854822192757
465,4631,DIC,258813,10.8,0.6,3.7,1071127.0,20.7,4.3,16.6,44521.0,4.2,21313.0,2.0,5.3,32.7,39.5,187.1,163.2,1.2,182.4,1226433.0,61869.0,229744.0,78.3,280583.0,120.6,364141.0,472748.0,484332.0,422463.0,420615.0,401421.0,915,1.5,-410879.0,-33.50195240995635,-422463.0,-34.44648015831277,29.69106343355079,38.54658183528982
466,4680,ラウンドワン,238312,14.0,3.1,1.8,159181.0,18.6,28.0,3.4,24195.0,15.2,15666.0,9.8,20.1,36.0,49.1,44.6,22.3,1.4,132.8,216309.0,53165.0,2106.0,4.8,5068.0,14.3,135657.0,87688.0,106311.0,53146.0,78184.0,77953.0,29066,,-34523.0,-15.960038648414997,-53146.0,-24.5694816211993,62.71445016157442,40.538304000295874
467,6674,ジーエス･ユアサコーポレーション,248298,9.2,0.7,2.8,562897.0,22.4,11.2,15.0,41595.0,7.4,32064.0,5.7,9.4,50.7,15.9,43.3,26.9,0.3,156.7,674333.0,40753.0,9026.0,5.9,131030.0,109.5,221321.0,94811.0,107503.0,66750.0,388055.0,341943.0,24224,2.1,-54058.0,-8.016514096151308,-66750.0,-9.898670241557213,32.82072803792785,14.059967404828178
468,6728,アルバック,242433,10.5,1.1,3.3,261115.0,30.9,6.6,19.5,29771.0,11.4,20233.0,7.7,9.2,57.7,13.3,21.0,17.8,0.2,249.4,383412.0,94027.0,101515.0,141.9,70586.0,142.8,80408.0,45436.0,50966.0,43061.0,228351.0,221067.0,2719,5.1,48591.0,12.673312259397202,43061.0,11.230999551396408,20.97169624320574,11.850437649317183
469,7205,野自動車,263256,13.2,1.5,0.0,1697229.0,17.4,0.1,14.0,57490.0,3.4,217753.0,12.8,,12.1,28.6,160.5,86.9,2.4,81.9,1478180.0,193603.0,263208.0,56.6,288247.0,75.1,442836.0,205789.0,422471.0,228868.0,251020.0,178468.0,72597,,-12186.0,-0.8243921579239335,-228868.0,-15.483094075146465,29.958191830494258,13.921782191614012
470,7581,サイゼリヤ,231725,22.5,2.1,0.5,224542.0,58.8,10.7,52.2,14863.0,6.6,8149.0,3.6,7.3,65.6,14.6,10.8,18.4,0.2,291.8,171361.0,67614.0,2071.0,3.4,16617.0,65.6,63917.0,26557.0,25047.0,42567.0,112880.0,112366.0,15412,,41057.0,23.95936064798875,42567.0,24.840541313367687,37.29961893312947,15.497692006932734
471,7947,エフピコ,235841,17.9,1.5,2.1,235628.0,31.0,11.8,23.2,18471.0,7.8,12486.0,5.3,8.1,52.5,27.6,34.1,26.1,0.5,117.2,292226.0,19020.0,42620.0,66.0,31683.0,71.1,173668.0,53739.0,80513.0,61493.0,154114.0,153429.0,12563,,-34719.0,-11.880873022934304,-61493.0,-21.04295990089862,59.42934578032071,18.389534127695686
472,8282,ケーズHD,219902,18.3,0.9,3.2,718369.0,27.7,6.8,25.1,18724.0,2.6,7380.0,1.0,2.9,57.4,16.5,33.3,26.3,0.3,142.7,441999.0,15385.0,33263.0,16.9,177355.0,124.6,139833.0,23514.0,73139.0,57754.0,254086.0,253896.0,31370,,-8129.0,-1.839144432453467,-57754.0,-13.066545399423982,31.63649691515139,5.3199215382840235
473,8283,PALTAC,245961,11.2,0.9,2.6,1151966.0,7.5,2.3,5.1,27172.0,2.4,20638.0,1.8,7.2,54.5,0.0,0.0,24.7,,167.2,523038.0,60659.0,229704.0,72.8,67611.0,23.2,114383.0,10903.0,0.0,60659.0,284957.0,284957.0,20986,0.0,49756.0,9.512884341099499,60659.0,11.59743651512892,21.86896554361251,2.08455217402942
475,9044,南海電気鉄道,255213,13.5,0.8,1.8,260787.0,16.4,16.8,3.1,34655.0,13.3,22496.0,8.6,7.2,31.9,44.3,169.6,152.9,1.4,63.6,976877.0,42849.0,,,27441.0,45.9,761701.0,459530.0,432950.0,390101.0,328225.0,311215.0,7469,,-416681.0,-42.654397636549945,-390101.0,-39.93348190202042,77.97307132832486,47.04072262935866
476,9507,四国電力,246502,6.0,0.6,4.2,851399.0,92.1,15.2,1.6,89073.0,10.5,68324.0,8.0,15.6,26.0,49.2,337.0,284.2,1.9,141.6,1687484.0,130192.0,,,42070.0,227.2,0.0,1001988.0,830796.0,700604.0,440843.0,438018.0,51524,,-871796.0,-51.6624750219854,-700604.0,-41.517667723071746,0.0,59.37762965456265
477,9616,共立メンテナンス,243192,17.4,2.5,1.2,204126.0,24.0,11.8,15.8,16708.0,8.2,12414.0,6.1,12.8,34.8,50.0,57.5,49.1,1.4,106.9,279763.0,20415.0,,,19426.0,45.7,135113.0,118049.0,139763.0,119348.0,97344.0,97344.0,539,0.2,-97634.0,-34.89882507694013,-119348.0,-42.66039469122078,48.295521566468764,42.19607310473508
478,2121,MIXI,210162,12.0,1.2,3.6,146868.0,69.9,6.3,56.8,19177.0,13.1,7082.0,4.8,4.1,78.5,6.2,6.5,42.7,0.1,519.9,220445.0,101547.0,20274.0,50.4,519.0,4.3,19665.0,12950.0,13584.0,89649.0,175545.0,173016.0,5720,0.0,88597.0,40.19007008550886,87963.0,39.90247000385584,8.920592438023089,5.874481163101908
479,2201,森永製菓,217654,13.0,1.7,2.4,213368.0,40.6,14.1,31.1,20273.0,9.5,15154.0,7.1,12.0,60.4,9.1,8.7,4.1,0.2,194.0,209396.0,27978.0,35488.0,60.7,34109.0,98.3,77542.0,27062.0,19000.0,8978.0,127846.0,126453.0,19701,1.5,916.0,0.4374486618655562,8978.0,4.287569963132056,37.03127089342681,12.923838086687425
480,2531,宝HD,223470,14.1,1.0,2.7,339372.0,33.6,8.6,27.0,22242.0,6.6,16176.0,4.8,7.0,50.7,12.6,25.9,7.8,0.2,237.6,458614.0,75237.0,75902.0,81.6,82199.0,133.1,115688.0,73078.0,57914.0,17323.0,284229.0,232648.0,9968,2.6,2159.0,0.4707662653124414,17323.0,3.7772505854596674,25.2255709594561,15.934533180408797
481,3107,ダイワボウHD,212470,8.9,1.5,3.8,967760.0,8.1,2.5,4.9,30963.0,3.2,4283.0,0.4,3.0,33.3,4.9,9.7,18.8,0.1,151.9,423998.0,60424.0,270297.0,101.9,51697.0,21.2,11164.0,23275.0,20570.0,39854.0,141420.0,141264.0,21818,0.1,37149.0,8.761597932065717,39854.0,9.399572639493583,2.6330312878834334,5.4894126859088965
482,3401,帝人,229877,9.2,0.5,4.2,1032773.0,26.7,6.7,25.4,13542.0,1.3,10599.0,1.0,2.3,37.7,63.9,339.2,242.6,1.7,170.4,1219326.0,209631.0,178063.0,62.9,242265.0,116.8,255090.0,332716.0,779690.0,557706.0,466725.0,459867.0,4409,4.1,-123085.0,-10.094511229974593,-570059.0,-46.751976091709686,20.92057415326172,27.286878160557553
483,4118,カネカ,221652,8.9,0.5,3.7,762302.0,26.8,8.1,22.5,32579.0,4.3,23220.0,3.0,5.0,51.0,22.6,92.5,72.4,0.4,138.7,908623.0,44482.0,,,196078.0,128.2,343604.0,102574.0,204948.0,160466.0,484478.0,463597.0,3355,4.6,-58092.0,-6.393410688481362,-160466.0,-17.66034978203281,37.815903845709386,11.288950422782607
484,4206,アイカ工業,221068,12.1,1.3,3.9,248696.0,27.3,10.8,16.3,27408.0,11.0,16896.0,6.8,9.7,60.2,9.8,12.8,14.2,0.2,286.0,288058.0,59573.0,72317.0,106.1,33885.0,68.4,74019.0,35559.0,28207.0,31366.0,189723.0,173373.0,17789,,24014.0,8.33651556283804,31366.0,10.88877934304897,25.695866804601852,12.344388977219865
485,4272,本化薬,219850,12.3,0.8,4.4,201791.0,30.4,11.5,26.7,7337.0,3.6,4113.0,2.0,1.5,71.7,10.3,17.6,8.4,0.1,315.8,378006.0,53716.0,68627.0,124.1,75359.0,195.8,107668.0,38856.0,38799.0,18467.0,271883.0,270843.0,7778,9.8,14860.0,3.9311545319386463,14917.0,3.94623365766681,28.483145770172964,10.279201917429882
486,4887,サワイGHD,241083,9.1,1.2,0.0,176862.0,30.7,13.1,13.1,18620.0,10.5,13695.0,7.7,7.1,53.7,45.6,68.1,52.4,0.8,236.8,360088.0,35871.0,60644.0,125.2,110174.0,328.2,110372.0,77091.0,164111.0,126248.0,193525.0,193525.0,1500,6.9,-41220.0,-11.447201795116749,-128240.0,-35.613516695918776,30.651396325342695,21.40893337184244
487,5032,ANYCOLOR,224840,21.3,12.5,1.8,31995.0,47.5,21.6,8.9,12361.0,38.6,8725.0,27.3,48.5,76.4,0.3,0.0,4.8,0.0,362.2,23547.0,10854.0,5586.0,63.7,3429.0,74.5,2444.0,0.0,72.0,10782.0,18000.0,18000.0,6493,,10854.0,46.095043954643906,10782.0,45.7892725187922,10.379241516966067,0.0
488,5471,大同特殊鋼,223015,8.0,0.5,4.3,578564.0,16.9,8.7,10.2,42250.0,7.3,30555.0,5.3,7.2,52.0,39.7,146.1,122.5,0.8,221.1,820669.0,51410.0,173534.0,109.5,197689.0,150.1,231611.0,146009.0,325934.0,273175.0,467110.0,427136.0,17884,1.1,-94599.0,-11.527059021359404,-274524.0,-33.45124526453418,28.22221870205893,17.791460381712966
489,5706,三井金属鉱業,221981,3.9,0.7,4.3,646697.0,14.8,11.7,9.9,31694.0,4.9,25989.0,4.0,8.0,47.8,27.9,84.8,65.2,0.6,191.3,675771.0,43404.0,,,196252.0,129.9,194580.0,141188.0,188218.0,144814.0,332088.0,323321.0,43740,2.1,-97784.0,-14.469990573729858,-144814.0,-21.4294487333727,28.793777773831668,20.892876432992832
491,6951,本電子,236977,10.1,1.7,2.0,174336.0,45.5,8.8,29.7,27531.0,15.8,21704.0,12.4,15.4,61.0,4.0,3.9,10.0,0.1,220.4,230553.0,32818.0,,,84311.0,323.8,22351.0,13523.0,9142.0,23676.0,140676.0,140676.0,11826,5.9,19295.0,8.369008427563292,23676.0,10.269222261258799,9.694517095852147,5.8654626051276715
492,6960,フクダ電子,173548,10.5,1.0,2.8,140323.0,53.1,17.0,34.2,26506.0,18.9,18693.0,13.3,10.7,83.5,0.9,1.0,37.0,0.0,405.6,209429.0,65975.0,30263.0,78.7,15749.0,87.3,54587.0,5457.0,1800.0,64175.0,174856.0,174856.0,9791,3.4,60518.0,28.896666650750376,64175.0,30.642843159256838,26.064680631622174,2.605656332217601
493,7451,三菱食品,232056,10.2,1.1,3.5,2076381.0,7.2,2.7,5.8,29528.0,1.4,22582.0,1.1,10.6,24.0,0.0,0.0,0.2,,114.9,888315.0,424.0,445585.0,78.3,101392.0,19.2,80605.0,31361.0,0.0,424.0,213911.0,213113.0,47092,,-30937.0,-3.482660993003608,424.0,0.04773081620821443,9.073920850148877,3.5303918092118227
494,8242,エイチ･ツー･オーリテイリング,231339,7.7,0.8,2.1,657400.0,43.7,7.5,39.8,26188.0,4.0,21905.0,3.3,7.5,39.7,22.2,71.1,44.2,0.6,85.3,739987.0,62108.0,91475.0,50.8,22809.0,22.5,315518.0,207419.0,164376.0,102268.0,306266.0,293889.0,18749,,-145311.0,-19.636966595359105,-102268.0,-13.820242788048978,42.63831661907574,28.030087015042156
495,8273,イズミ,234339,12.8,0.8,2.7,524142.0,28.8,7.7,34.8,25425.0,4.9,11919.0,2.3,4.2,50.1,24.5,59.5,52.8,0.5,94.4,569611.0,15717.0,,,30074.0,34.7,344469.0,143442.0,139454.0,123737.0,299218.0,285522.0,21496,,-127725.0,-22.423197585720782,-123737.0,-21.723070656992228,60.47442904016952,25.182449074894976
496,9744,メイテックGHD,230076,19.3,5.1,6.2,126976.0,27.0,11.6,13.1,17660.0,13.9,12343.0,9.7,27.2,53.5,0.0,0.0,20.0,,312.6,84898.0,46110.0,18184.0,52.3,285.0,1.1,4147.0,17449.0,0.0,46110.0,45397.0,45397.0,14407,,28661.0,33.75933473108907,46110.0,54.3122335037339,4.884685151593677,20.55289877264482
497,9936,王将フードサービス,182244,22.9,2.6,0.0,101401.0,68.6,12.0,58.5,10286.0,10.1,7911.0,7.8,11.1,77.8,6.0,3.0,16.2,0.1,285.2,91425.0,34969.0,2894.0,10.4,841.0,9.6,38603.0,6386.0,5500.0,29469.0,71129.0,71129.0,8735,,28583.0,31.263877495214658,29469.0,32.23297785069729,42.22368061252393,6.984960350013672
